,datetime,title,content,category,url
69992,2013-10-29 08:01:00,Londen stapt in sharia-economie,"Groot-Brittannië wil het mogelijk maken om zaken te doen volgens de islamitische shariawet. De Britse premier Cameron maakt daarover plannen bekend op het World Islamic Economic Forum, dat vandaag wordt gehouden in Londen. De beurs van Londen zal een islamitische index bij gaan houden. Daarop worden bedrijven genoteerd die rekening houden met islamitische regels en dus niet investeren in bijvoorbeeld alcohol of gokken. Ook zal de Britse overheid een speciaal soort obligatie uitschrijven voor moslims, een sukuk. Omdat de islam rente verbiedt, zullen investeerders geld verdienen door winstdeling. Zo wil de regering 200 miljoen pond binnenhalen. Groot-Brittannië is het eerste niet-moslim land dat een sukuk uitbrengt. Cameron hoopt met de maatregelen een belangrijke groeimarkt aan te spreken. ""Ik hoop dat Londen naast Dubai zal komen te staan als een van de grote centra voor islamitische financiën"", zegt Cameron bij de BBC. Dat andere landen niet in deze vorm van financiering willen stappen noemt Cameron kortzichtig. ""Je kunt de ophaalbrug optrekken, maar dan negeer je de realiteit en zet je je eigen toekomst op het spel.""",Economie,https://nos.nl/artikel/568299-londen-stapt-in-sharia-economie.html
250086,2023-03-14 21:07:41,Krimpen aan den IJssel maakt per ongeluk bijna twee ton over aan criminelen,"De gemeente Krimpen aan den IJssel is slachtoffer geworden van phishing en heeft bijna twee ton overgemaakt aan een criminele organisatie. Dat kwam door onoplettendheid, zegt burgemeester Jan Luteijn bij de regionale omroep Rijnmond. In totaal heeft de gemeente 176.000 euro aan valse rekeningen betaald. De bedrijfsrecherche heeft de zaak onderzocht en uitgesloten dat medewerkers van de gemeente achter de fraude zitten. Om in de toekomst soortgelijke gevallen te voorkomen, huurt de gemeente een expert in. Het bewustzijn van risico's voor fraude bij gemeentemedewerkers moet daarmee worden vergroot.",Rijnmond,https://nos.nl//artikel/2467476-krimpen-aan-den-ijssel-maakt-per-ongeluk-bijna-twee-ton-over-aan-criminelen
133490,2016-06-28 14:11:00,Boete voor raadslid Kerkrade om diefstal tijdens Pinkpop,"CDA-raadslid Mark Meijer uit Kerkrade moet een boete van vijfhonderd euro betalen voor diefstal tijdens Pinkpop. Samen met een ander stal hij op het festival twee zitzakken en flessen wijn. Met die boete is de zaak wat het Openbaar Ministerie betreft afgedaan. Meijer moet nog wel een schadevergoeding betalen aan Pinkpop, meldt 1Limburg. Het is niet bekend hoe hoog dat bedrag is. Het is onduidelijk wat de diefstal betekent voor de politieke carrière van Meijer. Meerdere partijen lieten eerder al weten vraagtekens te zetten bij zijn toekomst in de politiek. ",Regionaal nieuws,https://nos.nl/artikel/2114089-boete-voor-raadslid-kerkrade-om-diefstal-tijdens-pinkpop.html
71290,2013-11-18 09:44:00,Jakarta roept ambassadeur terug,"Indonesië heeft zijn ambassadeur in Australië teruggeroepen voor overleg. Het besluit volgt op het nieuws dat de Australische inlichtingendienst twee weken lang het telefoonverkeer van de Indonesische president Yudhoyono in de gaten heeft gehouden. De Australische nieuwszender ABC en de Britse krant The Guardian meldden dat op basis van documenten van Edward Snowden. Uit de documenten komt naar voren dat Australië in augustus 2009 vijftien dagen vastlegde wie Yudhoyono belde en door wie hij werd gebeld. Zeker één keer zou ook zijn geprobeerd een gesprek af te luisteren, maar dat mislukte. Yudhoyono is niet de enige Indonesische prominent die doelwit zou zijn geweest van de Australische inlichtingendienst. ABC heeft een lijstje gepubliceerd waarop ook onder anderen Yudhoyono's vrouw, oud-vice-president Boediono en de huidige vice-president Kalla staan. De Australische premier Abbott weigert op deze specifieke zaak in te gaan, maar relativeert het belang. ""Alle overheden verzamelen informatie, en alle overheden weten van elkaar dat ze dat doen."" De onthulling is de laatste in een reeks over afluisterpraktijken van inlichtingendiensten over de hele wereld. Aanleiding was de stap naar de media van Edward Snowden, oud-werknemer van de Amerikaanse dienst NSA. De Süddeutsche Zeitung meldde afgelopen week dat Duitsland de belangrijkste vooruitgeschoven pion van de VS is in de strijd tegen het terrorisme. Duitse bedrijven zouden veel Amerikaans geld krijgen om spionageopdrachten te verrichten. Der Spiegel kwam dit weekend met de onthulling dat de Britse geheime dienst weet in welke hotels diplomaten over de hele wereld logeren.",Buitenland,https://nos.nl/artikel/576344-jakarta-roept-ambassadeur-terug.html
30575,2012-01-20 19:09:00,Wietplantage pal tegenover politiebureau,"De politie van Manchester is in verlegenheid gebracht door de ontdekking van een wietplantage pal tegenover een politiebureau. De drugs werden pas ontdekt toen er brand ontstond in het gebouw. De plantage was gehuisvest op een etage van een leegstaand pakhuis schuin tegenover het bureau, op zo'n 40 meter afstand. Toen daar woensdag brand uitbrak, ontdekte de brandweer ruim 300 wietplanten, die een straatwaarde vertegenwoordigen van zo'n 120.000 euro. De brand werd waarschijnlijk veroorzaakt door een kortsluiting bij de warmtelampen die werden gebruikt om de wiet te telen. Volgens een woordvoerder van de politie was het de drugskwekers gelukt de penetrante geur van de wiet verborgen te houden voor de buitenwereld. ""Een langslopende agent zou niets hebben geroken."" De politie is een onderzoek begonnen om de mensen achter de plantage op te pakken, maar tot nu toe is er niemand gearresteerd.",Buitenland,https://nos.nl/artikel/332570-wietplantage-pal-tegenover-politiebureau.html
201545,2019-10-30 14:22:00,Brazilië lonkt naar oliekartel OPEC,"De organisatie van olieproducerende landen OPEC krijgt er naar alle waarschijnlijkheid een nieuw groot land bij: Brazilië. De Braziliaanse president Bolsonaro heeft op een conferentie in Saudi-Arabië te kennen gegeven lid te willen worden van het oliekartel. Volgens Bolsonaro heeft hij ook al een informele uitnodiging van de Saudische kroonprins Mohammed bin Salman. Brazilië pompte in 2018 2,5 miljoen vaten per dag op, het leeuwendeel door staatsoliebedrijf Petrobras. De olieproductie wordt ook verder opgevoerd, dankzij grote olievelden voor de kust. In augustus werden al 3 miljoen vaten per dag bovengehaald. De OPEC is voor Brazilië een interessante coalitie, denkt energie-expert Lucia van Geuns van het Haags Centrum voor Strategische Studies. ""Brazilië wil als groeiende olieproducent meedoen en meepraten over olie, vooral met het oog op de energietransitie en toekomst van olieproductie en olieprijzen."" Voor de OPEC vormt Brazilië een welkome versterking, na het vertrek van Qatar, straks ook nog Ecuador en het instorten van de Venezolaanse olieproductie. Het Zuid-Amerikaanse buurland van Brazilië Ecuador, goed voor 545.000 vaten per dag, liet onlangs weten de OPEC per 1 januari te verlaten. Het land wil af van de beperkingen en meer olie produceren om de financiën op peil te houden. Ecuador is in 1992 ook al eens uit de OPEC gestapt, maar keerde in 2007 terug. Vorig jaar keerde Qatar de OPEC de rug toe. Oliestaat Qatar ligt overhoop met buurland Saudi-Arabië. De OPEC, de organisatie van olie-exporterende landen, is opgericht in 1960. Het samenwerkingsverband kreeg in de loop der jaren alle trekken van een kartel. In de oliecrisis van 1973 en 1979 naar aanleiding van Arabisch-Israëlische oorlogen en de Iraanse revolutie speelde de OPEC met dichtgedraaide oliekranen en hoge olieprijzen een hoofdrol. De OPEC telt momenteel veertien leden. De belangrijkste landen van de OPEC, gemeten naar aantal geproduceerde vaten ruwe olie per dag (2018): Saudi-Arabië (10 mln), Irak (4,5 mln), Iran (3,5 mln), Verenigde Arabische Emiraten (3 mln) en Koeweit (2,7 mln). De olieproductie van prominent OPEC-lid Venezuela is door alle binnenlandse problemen ingestort van meer dan 2 miljoen naar 600.000 vaten. Rusland is een losse bondgenoot van de OPEC(11 mln) en behoort tot de zogeheten OPEC-plus. De OPEC probeert door verlaging van de olieproductie de ingezakte olieprijs op te krikken. Olieprijzen kelderden eind 2015, begin 2016, naar minder dan 30 dollar per vat, komend van meer dan 100 dollar. Sinds januari worden er 1,2 miljoen vaten minder opgepompt. Veel impact heeft de productieverlaging echter niet. De olieprijs beweegt zich de laatste maanden rond de 60 dollar per vat. De meeste Opec-landen hebben het liefst een prijs van 70 dollar of meer om de staatshuishouding op peil te houden. Minder olie produceren is ook een moeizame operatie, want het betekent olie-inkomsten opgeven. Voor veel OPEC-landen is olie een belangrijke inkomstenbron, zo niet de belangrijkste. De lage olieprijs en minder oppompen levert dus minder geld op in de schatkist en dat doet pijn. Het Internationaal Energie Agentschap (IEA) waarschuwde de OPEC onlangs dat er in 2020 er groot olieoverschot dreigt. Er worden naar schatting 1,4 miljoen vaten meer olie geproduceerd dan wereldwijd nodig is en dat zet druk op de olieprijs. De OPEC zal de oliekraan dus nog iets verder moeten dichtdraaien, wat weer minder inkomsten betekent. De OPEC is bovendien de regie over de olieprijs kwijt. Sinds de VS de olieproductie enorm heeft opgevoerd en 's werelds grootste olieproducent is, en duurzame energie in een deel van de energiebehoefte voorziet, is draaien aan de oliekraan minder effectief. Ook OPEC-plus met Rusland als oliebondgenoot helpt niet veel. Dat werd nog eens onderstreept door de droneaanval op de Saudische olie-installaties in september. De olieprijs schoot heel even de hoogte in om vervolgens binnen een paar dagen te zakken naar een nog lager niveau. Begin december komen de OPEC-landen in Wenen weer bij elkaar, voor hun halfjaarlijkse vergadering.",Economie,https://nos.nl/artikel/2308320-brazilie-lonkt-naar-oliekartel-opec.html
27954,2011-11-29 16:05:00,Vijftien mensen onwel na lozing frisdrankfabriek,"In frisdrankfabriek Refresco in Bodegraven zijn bij het lossen van tanks giftige stoffen gelekt. Het ging om een chloorverbinding en waterstofperoxide, die bij elkaar zijn gekomen. Vijftien mensen raakten onwel. Vijf van hen zijn naar het ziekenhuis gebracht met hartklachten en ademhalingsproblemen. De anderen konden na behandeling door ambulancepersoneel naar huis. De giftige stoffen worden nu verdund met water en daarna in overleg met de milieudienst in Bodegraven op het riool geloosd.",Binnenland,https://nos.nl/artikel/317814-vijftien-mensen-onwel-na-lozing-frisdrankfabriek.html
31886,2012-02-11 18:11:00,Klachten machtsmisbruik Poetin,"De waarnemersmissie die namens de Raad van Europa de presidentsverkiezingen in Rusland controleert, heeft klachten ontvangen van verschillende presidentskandidaten. Die zeggen dat de huidige premier Poetin zijn macht misbruikt om president te kunnen worden. De voorzitter van de waarnemersmissie is SP-senator Tiny Kox. Op een persconferentie in Moskou zei hij dat de presidentskandidaten voortdurend onder druk worden gezet door de regering. Volgens de kandidaten maakt Poetin misbruik van overheidsmiddelen en zijn de media bevooroordeeld. Door uitgebreid over de verkiezingscampagne van Poetin te berichten staan de andere kandidaten op achterstand. De waarnemers spraken met vier van de vijf presidentskandidaten. Poetin zelf zei dat hij geen tijd had voor een ontmoeting met leden van de missie. Voor de website van de SP houdt waarnemer Kox een verslag bij. Vandaag schrijft hij: ''Hoe groot is Moskou - en hoe enorm Rusland! Wie dit land aan een functionerende democratie en een florerende economie kan helpen, verdient een standbeeld.'' De Russische presidentsverkiezingen zijn op 4 maart. Premier Poetin geldt als de gedoodverfde winnaar. Begin deze maand trotseerden tienduizenden Russen de barre kou om te demonstreren tegen de machthebbers. Het was de derde grote protestactie na de parlementsverkiezingen van december. Volgens de oppositie is toen op grote schaal fraude gepleegd. De betogers eisen eerlijke verkiezingen. Volgens de regering waren er zo'n 30.000 mensen op de been, maar de organisatie zelf zegt dat het er meer dan 100.000 waren. Eind deze maand staat er weer een grote protestactie gepland.",Buitenland,https://nos.nl/artikel/339915-klachten-machtsmisbruik-poetin.html
69375,2013-10-18 10:23:00,"""Timosjenko snel naar Duitsland""","De vroegere Oekraïense premier en revolutieleider Joelia Timosjenko wordt zeer waarschijnlijk overgebracht naar Duitsland. President Janoekovitsj tekent op korte termijn een wet die dat mogelijk maakt. Timosjenko zit nu nog een celstraf van zeven jaar uit. Haar gezondheid is de laatste jaren verslechterd. De politica lijdt onder meer aan een hernia. Artsen van een ziekenhuis in Berlijn, die Timosjenko al vaker hebben onderzocht, zijn bereid haar te behandelen. De Duitse regering steunt dat plan. De Europese Unie wil dat Timosjenko wordt vrijgelaten en heeft het lot van de politica verbonden aan een vrijhandelsverdrag met Oekraïne. Dat moet eind november worden getekend. Janoekovitsj, de huidige president en Timosjenko's aartsrivaal, zegt dat de partijen in het Oekraïense parlement werken aan een oplossing van de kwestie-Timosjenko. Hij heeft aangekondigd dat hij een eventuele wet ""vanzelfsprekend ondertekent"". Van gratie zou echter geen sprake zijn. Timosjenko was tot 2010 premier van Oekraïne. Een jaar later werd ze veroordeeld tot zeven jaar cel wegens machtsmisbruik. De EU heeft altijd gezegd dat ze het slachtoffer is van een politiek proces.",Buitenland,https://nos.nl/artikel/563900-timosjenko-snel-naar-duitsland.html
58735,2013-04-28 10:39:00,Aanslagen op partijen in Pakistan,"In Pakistan zijn in aanloop naar de verkiezingen opnieuw bloedige aanslagen geweest. Bij drie explosies in Karachi en twee aanslagen op campagnebureaus in het noorden zijn in totaal zeker dertien mensen omgekomen. Volgens de politie raakten zeker 65 mensen gewond. In de afgelopen nacht ontploften drie bommen in de havenstad Karachi. De verantwoordelijkheid voor de aanslagen werd niet opgeëist, maar aangenomen wordt dat de Taliban erachter zitten. De Taliban hebben de afgelopen weken niet-religieuze partijen bedreigd in de aanloop naar de verkiezingen. Deze partijen willen een liberale koers varen en steunen het leger in het bestrijden van de Taliban. Twee van deze partijen waren doelwit van de aanslagen in Karachi. Enkele uren later volgden twee aanslagen op de campagnebureaus van twee onafhankelijke kandidaten in Noord-Pakistan. Ook de verantwoordelijkheid voor deze aanslagen is niet opgeëist. In Pakistan zijn op 11 mei parlementsverkiezingen.",Buitenland,https://nos.nl/artikel/500568-aanslagen-op-partijen-in-pakistan.html
241161,2022-06-20 12:32:00,België geeft tand van vermoorde Congolees Lumumba aan familie,"Het Openbaar Ministerie in België heeft een tand van Patrice Lumumba teruggegeven aan zijn familie. Het is naar verluidt het enige wat nog over is van de Congolese onafhankelijkheidsstrijder. Zekerheid daarover is er niet. Er kan geen dna-test worden gedaan, omdat de tand daarbij verloren zal gaan. De huidige Democratische Republiek Congo was een kolonie van België tot 1960. In dat jaar won Lumumba de verkiezingen en hij werd de eerste premier van de nieuwe staat. Op de dag van de onafhankelijkheid keerde hij zich in het bijzijn van de Belgische koning Boudewijn in een scherpe toespraak tegen het voormalige moederland. In Congo brak vrijwel direct een machtsstrijd uit, waarbij België ook betrokken was. Lumumba's regering kwam ten val en werd onder huisarrest geplaatst. In januari 1961 werden hij en twee medestanders vermoord na te zijn gefolterd. Zijn lichaam werd in zuur opgelost. Een Belgische politieman die daar getuige van was, kreeg een met goud gekroonde tand in handen die van Lumumba zou zijn geweest. De politie nam die in 2016 in beslag bij een dochter van de inmiddels overleden politieman. In 2020 vroeg een dochter van Lumumba in een brief aan de Belgische koning Filip of die de tand kon terugsturen. ""We willen alleen maar afscheid kunnen nemen."" ""We kunnen eindelijk stoppen met rouwen"", zei Lumumba's zoon Patrice na aankomst bij het koninklijk paleis in Brussel vandaag. ""De ziel van onze nationale held kan nu rust vinden."" De Belgische premier De Croo noemde de plechtigheid ""belangrijk voor onze twee landen en volken: eindelijk kunnen we deze pagina in de geschiedenis omslaan en beginnen aan een nieuw hoofdstuk"". Koning Filip had eerder deze maand bij een bezoek aan Congo al spijt betuigd voor de wandaden uit het koloniale verleden. In Congo zal de kist met zijn tand een rondreis maken, langs onder meer Lumumba's geboortedorp en zijn politieke bolwerk Kisangani. Eind deze maand zal de tand dan worden begraven in de hoofdstad Kinshasa.",Buitenland,https://nos.nl/artikel/2433364-belgie-geeft-tand-van-vermoorde-congolees-lumumba-aan-familie
73766,2013-12-27 22:16:00,Rechter acht tappen NSA legaal,"Het verzamelen van telefoongegevens van miljoenen Amerikanen door de geheime dienst NSA is toch niet in strijd met de wet. Dat heeft een rechter in New York geoordeeld. Eerder kwam een andere federale rechter tot een ander oordeel. Volgens deze William Pauley is er geen bewijs dat de overheid deze data heeft gebruikt voor andere doeleinden dan de strijd tegen terrorisme. ""Dit botte middel werkt alleen omdat het werkelijk alles verzamelt"", zei Pauley. 11 september Volgens de rechter kan de NSA dankzij al die informatie zelfs de kleinste aanwijzingen van terroristische activiteiten achterhalen en in een groter verband trekken. ""Zoals de aanslagen van 11 september 2001 hebben laten zien, kan het missen van die aanwijzingen vreselijke gevolgen hebben."" In de maanden voor de terreuraanslagen van 9-11 onderschepte de NSA zeven telefoontjes van een van de vliegtuigkapers naar een al-Qaida-schuilplaats in Jemen. Omdat de geheime dienst toen niet alle gesprekken vanuit de Verenigde Staten monitorde, wist de NSA niet dat de kaper in de Amerikaanse stad San Diego woonde, zegt Pauley. Pauley gaat met zijn uitspraak in tegen een oordeel van een collega van twee weken geleden. In die andere rechtszaak vond een rechter uit Washington dat het NSA-afluisterprogramma een inbreuk is op de privacy van burgers en daarmee mogelijk ongrondwettig. In beide rechtszaken is hoger beroep aangetekend. Na die afzonderlijke procedures zal het Amerikaanse Hooggerechtshof waarschijnlijk het definitieve oordeel moeten geven over de grondwettelijkheid van het NSA-programma.",Buitenland,https://nos.nl/artikel/591302-rechter-acht-tappen-nsa-legaal.html
136860,2016-08-22 15:07:00,Man gooit baksteen van brug op boot,"De politie van Leeuwarden zoekt een man van ongeveer 50 jaar die gistermiddag vanaf de Slauerhoffbrug een baksteen gooide op een boot die door de Harlingervaart voer. Dat meldt Omroep Fryslân. De klinker ging door het raam van de kruiser. Het glas vloog door de boot. Er zaten drie mensen in: een Belgisch echtpaar met zijn zoon. De ouders zaten in de kajuit, maar raakten niet gewond. De zoon van het Belgische echtpaar was onder in de boot en bleef eveneens ongedeerd. De Belgische man (43) heeft aangifte gedaan van vernieling en poging tot zware mishandeling. Volgens hem stond er ten tijde van het incident alleen een blanke man van een jaar of 50 op de brug. Op de boot is de baksteen aangetroffen.",Regionaal nieuws,https://nos.nl/artikel/2127601-man-gooit-baksteen-van-brug-op-boot.html
149349,2017-02-28 21:27:00,Chimpansee die met mes en vork at na 13 jaar bevrijd uit gezin,"Dertien jaar leefde chimpansee Marria in afzondering van soortgenoten bij een familie in Portugal, tot ze dit weekend werd bevrijd door de Portugese politie en Stichting AAP. “De chimpansee sliep in pyjama in bed bij de dochter, at aan tafel met mes en vork, moest soep eten met een lepel. Ze bladerde zelfs door tijdschriften"", vertelt David van Gennep, directeur van Stichting AAP. ""Het was niet de vraag of, maar wanneer het fout zou gaan."" Al jaren gingen er geruchten dat de familie een aap in huis had. Buren hoorden af en toe geschreeuw, maar nooit was er genoeg aanleiding voor de politie om een inval te doen. Tot afgelopen weekend. De politie trof de aap aan in de garage, waar ze volgens de familie was opgesloten wegens opstandig gedrag. ""Je kon wel zien dat ze al wat langer in die garage heeft gezeten. De situatie moest wel onhoudbaar worden; chimpansees zijn sociale dieren die graag proberen hoger in de sociale rangorde te komen"", zegt Van Gennep. ""Ze zal uitgesteld pubergedrag hebben vertoond. De dochter schijnt al eens met bijtwonden naar de huisarts te zijn gegaan. Onvoorstelbaar dat dit zo lang heeft kunnen duren."" Barmhartig Van Gennep, die aanvankelijk niet door de familie werd binnengelaten, sprak naderhand toch nog met de moeder van het gezin. ""Ze was emotioneel en wilde mij nog snel even vertellen wat de aap wel en niet lust. Haar man had de aap dertien jaar geleden meegenomen uit Guinee-Bissau toen hij daar was voor werk. Ze zagen het als daad van barmhartigheid, de moeder van de aap was dood."" Buddy De chimpansee verblijft nu in quarantaine in Almere bij Stichting AAP, waar ze eerst drie maanden moet bijkomen. ""We proberen nu tijdelijk zoveel mogelijk de situatie van thuis te kopiëren, zoals het in Lissabon was. We hebben dekentjes meegenomen, zodat ze de geur herkent, ze krijgt tijdschriften, waar ze ook echt in bladert"", zegt Van Gennep. ""De komende maanden moeten we ontdekken wat voor aap het is en wat ze nog moet leren."" Van Gennep hoopt dat een andere chimpansee haar gezelschap zal houden. ""Met een buddy leert ze hopelijk snel wat voor apen normaal is. Noem het een inburgeringscursus voor chimpansees."" ",Binnenland,https://nos.nl/artikel/2160615-chimpansee-die-met-mes-en-vork-at-na-13-jaar-bevrijd-uit-gezin.html
160791,2017-09-08 11:52:00,"Pierre Bergé (86), levensgezel van Yves Saint Laurent, overleden","In zijn huis in Saint-Rémy-de-Provence is vannacht de Franse zakenman, mecenas, voorvechter van homorechten en levensgezel van couturier Yves Saint Laurent, Pierre Bergé, overleden. Bergé bewoog zich in de hoogste Franse culturele en politieke kringen. Hij stierf na een lang ziekbed op 86-jarige leeftijd, heeft zijn stichting Fondation Pierre Bergé-Yves Saint Laurent bekendgemaakt. Bergé wordt in 1930 geboren in Saint-Pierre-d Oléron, zo'n 160 kilometer boven Bordeaux aan de westkust van Frankrijk. Op 18-jarige leeftijd vertrekt hij naar Parijs. Daar ontmoet hij onder anderen een aantal Franse schrijvers en dichters, onder wie Jean Cocteau, Louis Aragon en Albert Camus. In 1954 leert hij Yves Saint Laurent kennen, die op dat moment bij Christian Dior werkt. Ze krijgen een relatie en richten in 1961 samen het modehuis Yves Saint Laurent op. Bergé neemt de zakelijke leiding op zich, Saint Laurent is de creatieve geest. Het modehuis gaat in 2002 failliet, zijn levensgezel overlijdt in 2008. Bergé is niet alleen een grote naam in de mode, hij is ook zeer actief in andere delen van de culturele sector. Zo is hij onder meer voorzitter van de opera in Parijs en brengt hij samen met Yves Saint Laurent een indrukwekkende kunstcollectie bij elkaar, met werken van onder anderen Goya, Cézanne en Matisse. Ook bezit Bergé gedurende zijn leven verschillende tijdschriften, tv-zenders en kranten. Zo is hij tot aan zijn dood mede-aandeelhouder van het gerenommeerde Le Monde. Hij beweegt zich ook in politieke kringen. Hij is persoonlijk bevriend met president François Mitterand, steunt hij in 1995 Jacques Chirac en spreekt hij bij de laatste Franse presidentsverkiezingen zijn voorkeur uit voor Emmanuel Macron. In 1984 krijgt Bergé de hoogste Franse onderscheiding die een burger kan krijgen. Hij wordt benoemd tot Grand officier de la Légion d'honneur. Zijn vermogen wordt geschat op zo'n 180 miljoen euro.",Buitenland,https://nos.nl/artikel/2191960-pierre-berge-86-levensgezel-van-yves-saint-laurent-overleden.html
76257,2014-02-06 21:55:00,VN: vertraging Syrië geen opzet,"Syrië vertraagt niet opzettelijk de vernietiging van zijn chemische wapens. Dat zegt het Nederlandse hoofd van de VN-missie die belast is met het project, Sigrid Kaag. Afgesproken is dat de wapens op 30 juni zijn vernietigd. Uiterlijk gisteren moesten de stoffen worden afgevoerd uit de haven van Latakia, maar die deadline is niet gehaald. Het werk loopt weken achter op schema. Volgens Kaag is dat geen opzet. ""Vertraging is niet onoverkomelijk. Er is een reden voor, er spelen allerlei omstandigheden mee."" Welke dat zijn, zei ze niet. Kaag is niet bang dat de deadline in juni in gevaar komt. Het Syrische regime heeft alle benodigdheden om de wapens weg te halen, zei ze. De Amerikaanse VN-ambassadeur Samantha Power beschuldigt de Syrische regering van treuzelen. Eerder zei minister Kerry al dat het proces te langzaam verloopt en vroeg hij Rusland druk te zetten op het regime. ",Buitenland,https://nos.nl/artikel/607290-vn-vertraging-syrie-geen-opzet.html
69569,2013-10-22 07:13:00,Scouting-vandalen uit functie gezet,"Twee Amerikaanse scouting-leiders die een miljoenen jaren oude rotspartij vernielden, zijn uit hun functie gezet. Volgens de Boy Scouts past het gedrag niet bij de organisatie. ""Wij zeggen juist altijd dat mensen geen sporen moeten achterlaten in de natuur."" De twee mannen trokken en duwden net zo lang aan de rotspartij tot de stenen loskwamen en wegrolden. Er was internationaal verontwaardiging over de zaak, omdat de mannen zichzelf bij hun actie hadden gefilmd. De rotspartij in het Goblin Valley-park in de staat Utah was meer dan 170 miljoen jaar oud. Het park trekt met de bijzondere rotsen bezoekers van over de hele wereld. Volgens de mannen was de rotspartij instabiel en wilden ze voorkomen dat er kinderen onder de stenen terecht zouden komen. Nu zeggen ze dat ze beter de parkleiding van het gevaar op de hoogte hadden kunnen brengen. ""Het was de juiste beslissing, maar de verkeerde methode."" In een verklaring schrijven ze zich neer te leggen bij het besluit van de Boy Scouts. ""We hebben de Boy Scouts altijd gesteund en als men denkt dat dit het beste is, dan steunen we dat. We betreuren onze fout bijzonder. We willen er alles aan doen om de zaak weer recht te zetten."" Het park bekijkt nog of het aangifte doet.",Buitenland,https://nos.nl/artikel/565354-scouting-vandalen-uit-functie-gezet.html
51684,2013-01-11 12:07:00,'Grote tekortkomingen Euribor',"De manier waarop het belangrijke Europese Euribor rentetarief wordt vastgesteld, vertoont grote tekortkomingen. Dat stellen de Europese bankentoezichthouder EBA en Europese beurstoezichthouder ESMA. Bezwaren van de toezichthouders zijn onder meer het gebrek aan controle door de Europese Banken Federatie op de totstandkoming van de rente. Daarbij worden er geen formele eisen gesteld aan de banken die Euribor mee helpen bepalen en worden de tarieven die zij doorgeven, niet genoeg getoetst aan de werkelijke tarieven. Euribor is een rente die wordt vastgesteld door een groep banken. Zij geven tarieven door waartegen zij die dag denken te kunnen lenen. Het gemiddelde daarvan is Euribor. Op de Euribor-rente worden financiële transacties gebaseerd ter waarde van vele miljarden euro's, zoals de hoogte van veel hypotheektarieven. Recentelijk moesten de banken UBS en Barclays grote boetes betalen vanwege de manipulatie van deze rente en het wereldwijd nog vaker gebruikte Londense Libor-rentetarief. Sinds begin dit jaar hebben een aantal banken, waaronder de Nederlandse Rabobank, al bekendgemaakt niet langer mee te willen doen aan de samenstelling van de Euribor. Rabobank is één van de banken naar wie toezichthouders onderzoek doen in verband met mogelijke manipulatie van de rentetarieven.",Economie,https://nos.nl/artikel/460615-grote-tekortkomingen-euribor.html
11546,2010-11-09 15:06:00,Registratie dubbele nationaliteit gehandhaafd,"Minister Donner van Binnenlandse zaken is niet van plan iets te veranderen in de registratie door gemeenten van de nationaliteiten van pasgeboren baby's. Gemeenten registreren nu bijvoorbeeld van een baby dat die behalve de Nederlandse ook de Marokkaanse nationaliteit heeft, zelfs als de ouders dat niet willen. De Tweede Kamer wil van die dubbele registratie af. Een meerderheid vindt dat de ouders meer invloed op de inschrijving moeten krijgen. Donner zei dat de gemeentelijke basisadministratie nu eenmaal de juridische werkelijkheid weergeeft en dat gemeenten de Nederlandse wet moeten uitvoeren. Hij stelde dat het niet registeren niet zou betekenen dat de baby de andere nationaliteit niet zou hebben. Donner zei dat buitenlandse ambassades en consulaten geen navraag mogen doen naar gegevens uit de Gemeentelijke basisadministratie. ""Registratie leidt niet tot behulpzaamheid"", zei Donner. De minister zou het liefst zien dat mensen het recht krijgen afstand te doen van hun Marokkaanse nationaliteit, maar dat is in de eerste plaats een zaak van de Marokkaanse overheid. Donner zei dat hij met Marokko wil overleggen om te kijken wat er veranderd kan worden in de Marokkaanse wetgeving.",Politiek,https://nos.nl/artikel/197098-registratie-dubbele-nationaliteit-gehandhaafd.html
